runcmd_2023-01-03.csv:20230102;2023-01-03_03:02:31;ldbprtdvds_b31n57;lgkk_rest_caller.pl+wstart+p;ldbprtds-xHB_HM_BESTELL_LISTE;t(s):9;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_03:04:04;ldbprtdvds_b31n57;lgkk_rest_caller.pl+wstart+p;ldbprtds-xHB_LA_BEGINN_VS;t(s):81;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_03:05:02;ldbprtdvds_b31n57;lgkk_rest_caller.pl+wstart+p;ldbprtds-xHB_LA_ENDE_VS;t(s):54;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_03:46:23;ldbprtdvds;lgkk_rest_caller.pl+wstart+p;ldbprtds-xAFA_INF_ENDE_BEFR;t(s):72;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_03:47:51;ldbprtdvds;lgkk_rest_caller.pl+wstart+p;ldbprtds-xAU_ABL_VERS_GRUPPE;t(s):67;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_03:49:06;ldbprtdvds;lgkk_rest_caller.pl+wstart+p;ldbprtds-xAU_BES_KSB_DG_OANW;t(s):69;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_03:50:52;ldbprtdvds;lgkk_rest_caller.pl+wstart+p;ldbprtds-xEARLYINTERVENTION_EINLADUNG;t(s):75;returncode:121
runcmd_2023-01-03.csv:20230102;2023-01-03_03:53:59;ldbprtdvds;lgkk_rest_caller.pl+wstart+p;ldbprtds-xFIT2WORK;t(s):147;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_03:55:39;ldbprtdvds;lgkk_rest_caller.pl+wstart+p;ldbprtds-xKAA_VZE_ABGELAUFEN;t(s):76;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_03:58:39;ldbprtdvds;lgkk_rest_caller.pl+wstart+p;ldbprtds-xLPF_INFO_ZAHLUNGSZWECK;t(s):144;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_04:01:31;ldbprtdvds;lgkk_rest_caller.pl+wstart+p;ldbprtds-xMH_BES_WGB_VERS;t(s):144;returncode:121
runcmd_2023-01-03.csv:20230102;2023-01-03_04:02:29;ldbprtdvds;lgkk_rest_caller.pl+wstart+p;ldbprtds-xPV_VERSTAENDIGUNG_27_W;t(s):54;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_04:08:51;ldbprtdvds;lgkk_rest_caller.pl+wstart+p;ldbprtds-xRZG_INF_ENDE;t(s):274;returncode:121
runcmd_2023-01-03.csv:20230102;2023-01-03_04:23:09;ldbprtdvds;lgkk_rest_caller.pl+wstart+p;ldbprtds-xWAH_INF_LEISTUNGSBESTAETIGUNG;t(s):566;returncode:121
runcmd_2023-01-03.csv:20230102;2023-01-03_04:26:34;ldbprtdvds;lgkk_rest_caller.pl+wstart+p;ldbprtds-xWAZ_INF_LEISTUNGSBESTAETIGUNG;t(s):145;returncode:121
runcmd_2023-01-03.csv:20230102;2023-01-03_04:31:20;ldbprtdvds;lgkk_rest_caller.pl+wstart+p;ldbprtds-xAFA_INF_ENDE_18;t(s):214;returncode:121
runcmd_2023-01-03.csv:20230102;2023-01-03_04:32:38;ldbprtdvds;lgkk_rest_caller.pl+wstart+p;ldbprtds-xAFA_INF_ENDE_27;t(s):69;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_04:33:42;ldbprtdvds;lgkk_rest_caller.pl+wstart+p;ldbprtds-xAFA_INF_ENDE_NACH_18;t(s):57;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_04:39:37;ldbprtdvds;lgkk_rest_caller.pl+wstart+p;ldbprtds-xALL_ERH_UNF;t(s):267;returncode:121
runcmd_2023-01-03.csv:20230102;2023-01-03_04:46:33;ldbprtdvds;lgkk_rest_caller.pl+wstart+p;ldbprtds-xAU_BES_KSB_VERS;t(s):253;returncode:121
runcmd_2023-01-03.csv:20230102;2023-01-03_04:50:37;ldbprtdvds;lgkk_rest_caller.pl+wstart+p;ldbprtds-xAU_BES_KSB_VERS_OANW;t(s):145;returncode:121
runcmd_2023-01-03.csv:20230102;2023-01-03_04:52:40;ldbprtdvds;lgkk_rest_caller.pl+wstart+p;ldbprtds-xMH_INF_WG_BEGINN_U_HOEHE;t(s):114;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_05:00:22;ldbprtdvds-r;lgkk_rest_caller.pl+wstart+p;ldbprtds-xA_BIH10-gesamtstatuserror-bilateralsort;t(s):3;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_05:00:25;ldbprtdvds-r;lgkk_rest_caller.pl+wstart+p;ldbprtds-xA_BIH10_A-gesamtstatuserror;t(s):3;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_05:00:28;ldbprtdvds-r;lgkk_rest_caller.pl+wstart+p;ldbprtds-xA_HR10-gesamtstatuserror;t(s):3;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_05:00:31;ldbprtdvds-r;lgkk_rest_caller.pl+wstart+p;ldbprtds-xA_HR10_A-gesamtstatuserror;t(s):3;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_05:00:35;ldbprtdvds-r;lgkk_rest_caller.pl+wstart+p;ldbprtds-xA_MK10-gesamtstatuserror-bilateralsort;t(s):4;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_05:00:38;ldbprtdvds-r;lgkk_rest_caller.pl+wstart+p;ldbprtds-xA_MK10_A-gesamtstatuserror;t(s):3;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_05:00:41;ldbprtdvds-r;lgkk_rest_caller.pl+wstart+p;ldbprtds-xA_MNE10-gesamtstatuserror-bilateralsort;t(s):3;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_05:00:44;ldbprtdvds-r;lgkk_rest_caller.pl+wstart+p;ldbprtds-xA_MNE11-gesamtstatuserror;t(s):3;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_05:00:48;ldbprtdvds-r;lgkk_rest_caller.pl+wstart+p;ldbprtds-xA_SRB10-gesamtstatuserror-bilateralsort;t(s):4;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_05:00:51;ldbprtdvds-r;lgkk_rest_caller.pl+wstart+p;ldbprtds-xA_SRB11-gesamtstatuserror;t(s):3;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_05:00:54;ldbprtdvds-r;lgkk_rest_caller.pl+wstart+p;ldbprtds-xA_TR10_A-gesamtstatuserror;t(s):3;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_05:00:57;ldbprtdvds-r;lgkk_rest_caller.pl+wstart+p;ldbprtds-xAbschlussbrief-gesamtstatuserror;t(s):3;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_05:01:00;ldbprtdvds-r;lgkk_rest_caller.pl+wstart+p;ldbprtds-xAFA_INF_ENDE_BEFR-gesamtstatuserror;t(s):3;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_05:01:04;ldbprtdvds-r;lgkk_rest_caller.pl+wstart+p;ldbprtds-xAU_ABL_VERS_GRUPPE-gesamtstatuserror;t(s):4;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_05:01:07;ldbprtdvds-r;lgkk_rest_caller.pl+wstart+p;ldbprtds-xAU_BES_KSB_DG_OANW-gesamtstatuserror;t(s):3;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_05:01:10;ldbprtdvds-r;lgkk_rest_caller.pl+wstart+p;ldbprtds-xAU_BES_KSB_DG_OANW-gesamtstatuserror;t(s):3;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_05:01:13;ldbprtdvds-r;lgkk_rest_caller.pl+wstart+p;ldbprtds-xE125_neu-gesamtstatuserror;t(s):3;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_05:01:16;ldbprtdvds-r;lgkk_rest_caller.pl+wstart+p;ldbprtds-xE127_neu-gesamtstatuserror;t(s):3;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_05:01:20;ldbprtdvds-r;lgkk_rest_caller.pl+wstart+p;ldbprtds-xEARLYINTERVENTION_EINLADUNG-gesamtstatuserror;t(s):4;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_05:01:23;ldbprtdvds-r;lgkk_rest_caller.pl+wstart+p;ldbprtds-xFIT2WORK-gesamtstatuserror;t(s):3;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_05:01:26;ldbprtdvds-r;lgkk_rest_caller.pl+wstart+p;ldbprtds-xHB_HM_BESTELL_LISTE-gesamtstatuserror;t(s):3;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_05:01:29;ldbprtdvds-r;lgkk_rest_caller.pl+wstart+p;ldbprtds-xHB_LA_BEGINN_LE-gesamtstatuserror;t(s):3;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_05:01:32;ldbprtdvds-r;lgkk_rest_caller.pl+wstart+p;ldbprtds-xHB_LA_BEGINN_VS-gesamtstatuserror;t(s):3;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_05:01:36;ldbprtdvds-r;lgkk_rest_caller.pl+wstart+p;ldbprtds-xHB_LA_ENDE_LE-gesamtstatuserror;t(s):4;returncode:0
runcmd_2023-01-03.csv:20230102;2023-01-03_05:01:39;ldbprtdvds-r;lgkk_rest_caller.pl+wstart+p;ldbprtds-xHB_LA_ENDE_VS-gesamtstatuserror;t(s):3;returncode:0
