 2023-01-04_04:01:06 ;   3 
 2023-01-04_04:01:09 ;   3 
 2023-01-04_04:01:12 ;   3 
 2023-01-04_04:01:15 ;   3 
 2023-01-04_04:01:18 ;   3 
 2023-01-04_04:01:22 ;   4 
 2023-01-04_04:01:25 ;   3 
 2023-01-04_04:01:28 ;   3 
 2023-01-04_04:01:31 ;   3 
 2023-01-04_04:01:34 ;   3 
 2023-01-04_04:01:38 ;   4 
 2023-01-04_04:01:41 ;   3 
 2023-01-04_04:01:44 ;   3 
 2023-01-04_20:41:06 ;   6 
 2023-01-04_23:30:32 ;   91 
 2023-01-04_23:32:26 ;   93 
 2023-01-04_23:33:24 ;   54 
 2023-01-04_23:35:42 ;   117 
 2023-01-04_23:39:16 ;   177 
 2023-01-04_23:48:06 ;   397 
 2023-01-04_23:57:37 ;   433 
 2023-01-04_23:59:26 ;   90 
 2023-01-05_04:00:20 ;   3 
 2023-01-05_04:00:24 ;   4 
 2023-01-05_04:00:27 ;   3 
 2023-01-05_04:00:30 ;   3 
 2023-01-05_04:00:33 ;   3 
 2023-01-05_04:00:36 ;   3 
 2023-01-05_04:00:39 ;   3 
 2023-01-05_04:00:43 ;   3 
 2023-01-05_04:00:46 ;   3 
 2023-01-05_04:00:49 ;   3 
 2023-01-05_04:00:52 ;   3 
 2023-01-05_04:00:55 ;   3 
 2023-01-05_04:00:59 ;   4 
 2023-01-05_04:01:02 ;   3 
 2023-01-05_04:01:05 ;   3 
 2023-01-05_04:01:08 ;   3 
 2023-01-05_04:01:11 ;   3 
 2023-01-05_04:01:14 ;   3 
 2023-01-05_04:01:18 ;   4 
 2023-01-05_04:01:21 ;   3 
 2023-01-05_04:01:24 ;   3 
 2023-01-05_04:01:27 ;   3 
 2023-01-05_04:01:30 ;   3 
 2023-01-05_04:01:33 ;   3 
 2023-01-05_04:01:37 ;   3 
 2023-01-05_04:01:40 ;   3 
 2023-01-05_04:01:43 ;   3 
 2023-01-05_20:37:14 ;   9 
 2023-01-05_22:34:44 ;   72 
 2023-01-05_22:36:20 ;   72 
 2023-01-05_22:37:18 ;   54 
 2023-01-05_22:39:40 ;   127 
 2023-01-05_22:43:16 ;   183 
 2023-01-05_22:49:27 ;   262 
 2023-01-05_22:54:28 ;   241 
 2023-01-05_22:56:32 ;   103 
 2023-01-06_04:00:20 ;   3 
 2023-01-06_04:00:23 ;   3 
 2023-01-06_04:00:26 ;   3 
 2023-01-06_04:00:29 ;   3 
 2023-01-06_04:00:33 ;   4 
 2023-01-06_04:00:36 ;   3 
 2023-01-06_04:00:39 ;   3 
 2023-01-06_04:00:42 ;   3 
 2023-01-06_04:00:45 ;   3 
 2023-01-06_04:00:48 ;   3 
 2023-01-06_04:00:52 ;   4 
 2023-01-06_04:00:55 ;   3 
 2023-01-06_04:00:58 ;   3 
 2023-01-06_04:01:01 ;   3 
 2023-01-06_04:01:04 ;   3 
 2023-01-06_04:01:07 ;   3 
 2023-01-06_04:01:11 ;   3 
 2023-01-06_04:01:14 ;   3 
 2023-01-06_04:01:17 ;   3 
 2023-01-06_04:01:20 ;   3 
 2023-01-06_04:01:23 ;   3 
 2023-01-06_04:01:27 ;   4 
 2023-01-06_04:01:30 ;   3 
 2023-01-06_04:01:33 ;   3 
 2023-01-06_04:01:36 ;   3 
 2023-01-06_04:01:39 ;   3 
 2023-01-06_04:01:43 ;   4 
 2023-01-08_11:54:47 ;   3 
 2023-01-08_11:54:50 ;   3 
 2023-01-08_11:54:53 ;   3 
 2023-01-08_11:54:56 ;   3 
 2023-01-08_11:54:59 ;   3 
 2023-01-08_11:55:03 ;   3 
 2023-01-08_11:55:06 ;   3 
 2023-01-08_11:55:09 ;   3 
 2023-01-08_11:55:12 ;   3 
 2023-01-08_11:55:15 ;   3 
 2023-01-08_11:55:18 ;   3 
 2023-01-08_11:55:22 ;   3 
 2023-01-08_11:55:25 ;   3 
 2023-01-08_11:55:28 ;   3 
 2023-01-08_11:55:31 ;   3 
 2023-01-08_11:55:34 ;   3 
 2023-01-08_11:55:37 ;   3 
 2023-01-08_11:55:41 ;   4 
 2023-01-08_11:55:44 ;   3 
 2023-01-08_11:55:47 ;   3 
 2023-01-08_11:55:50 ;   3 
 2023-01-08_11:55:53 ;   3 
 2023-01-08_11:55:56 ;   3 
 2023-01-08_11:56:00 ;   4 
 2023-01-08_11:56:03 ;   3 
 2023-01-08_11:56:06 ;   3 
 2023-01-08_11:56:09 ;   3 
 2023-01-09_20:52:22 ;   6 
 2023-01-10_00:04:42 ;   130 
 2023-01-10_00:08:37 ;   160 
 2023-01-10_00:09:31 ;   51 
 2023-01-10_00:16:56 ;   345 
 2023-01-10_00:21:12 ;   198 
 2023-01-10_00:29:35 ;   325 
 2023-01-10_00:39:40 ;   442 
 2023-01-10_00:42:59 ;   148 
 2023-01-10_04:00:51 ;   3 
 2023-01-10_04:00:54 ;   3 
 2023-01-10_04:00:57 ;   3 
 2023-01-10_04:01:01 ;   4 
 2023-01-10_04:01:04 ;   3 
 2023-01-10_04:01:07 ;   3 
 2023-01-10_04:01:10 ;   3 
 2023-01-10_04:01:13 ;   3 
 2023-01-10_04:01:16 ;   3 
 2023-01-10_04:01:20 ;   4 
 2023-01-10_04:01:23 ;   3 
 2023-01-10_04:01:26 ;   3 
 2023-01-10_04:01:29 ;   3 
 2023-01-10_04:01:32 ;   3 
 2023-01-10_04:01:35 ;   3 
 2023-01-10_04:01:39 ;   3 
 2023-01-10_04:01:42 ;   3 
 2023-01-10_04:01:45 ;   3 
 2023-01-10_04:01:48 ;   3 
 2023-01-10_04:01:51 ;   3 
 2023-01-10_04:01:55 ;   4 
 2023-01-10_04:01:58 ;   3 
 2023-01-10_04:02:01 ;   3 
 2023-01-10_04:02:04 ;   3 
 2023-01-10_04:02:07 ;   3 
 2023-01-10_04:02:10 ;   3 
 2023-01-10_04:02:14 ;   4 
 2023-01-10_21:19:57 ;   7 
 2023-01-10_23:51:05 ;   265 
 2023-01-10_23:53:53 ;   111 
 2023-01-10_23:54:48 ;   51 
 2023-01-10_23:56:52 ;   85 
 2023-01-11_00:02:07 ;   252 
 2023-01-11_00:18:15 ;   722 
 2023-01-11_00:28:53 ;   463 
 2023-01-11_00:31:02 ;   111 
 2023-01-11_04:00:39 ;   3 
 2023-01-11_04:00:42 ;   3 
 2023-01-11_04:00:46 ;   3 
 2023-01-11_04:00:49 ;   3 
 2023-01-11_04:00:52 ;   3 
 2023-01-11_04:00:55 ;   3 
 2023-01-11_04:00:58 ;   3 
 2023-01-11_04:01:02 ;   4 
 2023-01-11_04:01:05 ;   3 
 2023-01-11_04:01:08 ;   3 
 2023-01-11_04:01:11 ;   3 
 2023-01-11_04:01:14 ;   3 
 2023-01-11_04:01:18 ;   4 
 2023-01-11_04:01:21 ;   3 
 2023-01-11_04:01:24 ;   3 
 2023-01-11_04:01:27 ;   3 
 2023-01-11_04:01:30 ;   3 
 2023-01-11_04:01:33 ;   3 
 2023-01-11_04:01:40 ;   7 
 2023-01-11_04:01:48 ;   8 
 2023-01-11_04:01:51 ;   3 
 2023-01-11_04:01:54 ;   3 
 2023-01-11_04:01:57 ;   3 
 2023-01-11_04:02:00 ;   3 
 2023-01-11_04:02:04 ;   3 
 2023-01-11_04:02:07 ;   3 
 2023-01-11_04:02:10 ;   3 
 2023-01-11_21:22:36 ;   6 
 2023-01-11_23:36:19 ;   126 
 2023-01-11_23:38:44 ;   94 
 2023-01-11_23:39:41 ;   54 
 2023-01-11_23:46:51 ;   403 
 2023-01-11_23:52:50 ;   289 
 2023-01-12_00:10:34 ;   803 
 2023-01-12_00:20:33 ;   430 
 2023-01-12_00:22:39 ;   105 
 2023-01-12_04:00:40 ;   4 
 2023-01-12_04:00:43 ;   3 
 2023-01-12_04:00:46 ;   3 
 2023-01-12_04:00:49 ;   3 
 2023-01-12_04:00:52 ;   3 
 2023-01-12_04:00:55 ;   3 
 2023-01-12_04:00:59 ;   3 
 2023-01-12_04:01:02 ;   3 
 2023-01-12_04:01:05 ;   3 
 2023-01-12_04:01:08 ;   3 
 2023-01-12_04:01:11 ;   3 
 2023-01-12_04:01:15 ;   4 
 2023-01-12_04:01:18 ;   3 
 2023-01-12_04:01:21 ;   3 
 2023-01-12_04:01:24 ;   3 
 2023-01-12_04:01:27 ;   3 
 2023-01-12_04:01:30 ;   3 
 2023-01-12_04:01:34 ;   3 
 2023-01-12_04:01:37 ;   3 
 2023-01-12_04:01:40 ;   3 
 2023-01-12_04:01:43 ;   3 
 2023-01-12_04:01:46 ;   3 
 2023-01-12_04:01:49 ;   3 
 2023-01-12_04:01:53 ;   3 
 2023-01-12_04:01:56 ;   3 
 2023-01-12_04:01:59 ;   3 
 2023-01-12_04:02:02 ;   3 
 2023-01-12_20:39:42 ;   6 
 2023-01-12_22:43:29 ;   69 
 2023-01-12_22:46:06 ;   108 
 2023-01-12_22:47:04 ;   55 
 2023-01-12_22:52:08 ;   286 
 2023-01-12_22:57:27 ;   265 
 2023-01-12_23:10:26 ;   560 
 2023-01-12_23:11:23 ;   54 
 2023-01-12_23:18:40 ;   337 
 2023-01-12_23:20:16 ;   84 
 2023-01-13_04:00:20 ;   3 
 2023-01-13_04:00:23 ;   3 
 2023-01-13_04:00:26 ;   3 
 2023-01-13_04:00:29 ;   3 
 2023-01-13_04:00:33 ;   4 
 2023-01-13_04:00:36 ;   3 
 2023-01-13_04:00:39 ;   3 
 2023-01-13_04:00:42 ;   3 
 2023-01-13_04:00:45 ;   3 
 2023-01-13_04:00:49 ;   4 
 2023-01-13_04:00:52 ;   3 
 2023-01-13_04:00:55 ;   3 
 2023-01-13_04:00:58 ;   3 
 2023-01-13_04:01:01 ;   3 
 2023-01-13_04:01:04 ;   3 
 2023-01-13_04:01:08 ;   4 
 2023-01-13_04:01:11 ;   3 
 2023-01-13_04:01:14 ;   3 
 2023-01-13_04:01:17 ;   3 
 2023-01-13_04:01:20 ;   3 
 2023-01-13_04:01:23 ;   3 
 2023-01-13_04:01:27 ;   3 
 2023-01-13_04:01:30 ;   3 
 2023-01-13_04:01:33 ;   3 
 2023-01-13_04:01:36 ;   3 
 2023-01-13_04:01:39 ;   3 
 2023-01-13_04:01:42 ;   3 
 2023-01-13_20:16:15 ;   3 
 2023-01-14_01:33:50 ;   66 
 2023-01-14_01:35:57 ;   96 
 2023-01-14_01:36:52 ;   52 
 2023-01-14_01:39:49 ;   144 
 2023-01-14_01:44:38 ;   234 
 2023-01-14_01:59:25 ;   628 
 2023-01-14_02:05:54 ;   298 
 2023-01-14_02:07:33 ;   87 
 2023-01-14_04:00:19 ;   3 
 2023-01-14_04:00:22 ;   3 
 2023-01-14_04:00:25 ;   3 
 2023-01-14_04:00:28 ;   3 
 2023-01-14_04:00:32 ;   4 
 2023-01-14_04:00:35 ;   3 
 2023-01-14_04:00:38 ;   3 
 2023-01-14_04:00:41 ;   3 
 2023-01-14_04:00:44 ;   3 
 2023-01-14_04:00:48 ;   4 
 2023-01-14_04:00:51 ;   3 
 2023-01-14_04:00:54 ;   3 
 2023-01-14_04:00:57 ;   3 
 2023-01-14_04:01:00 ;   3 
 2023-01-14_04:01:04 ;   4 
 2023-01-14_04:01:07 ;   3 
 2023-01-14_04:01:10 ;   3 
 2023-01-14_04:01:13 ;   3 
 2023-01-14_04:01:16 ;   3 
 2023-01-14_04:01:20 ;   4 
 2023-01-14_04:01:23 ;   3 
 2023-01-14_04:01:26 ;   3 
 2023-01-14_04:01:29 ;   3 
 2023-01-14_04:01:32 ;   3 
 2023-01-14_04:01:35 ;   3 
 2023-01-14_04:01:39 ;   4 
 2023-01-14_04:01:42 ;   3 
 2023-01-16_20:41:10 ;   7 
 2023-01-17_00:31:20 ;   105 
 2023-01-17_00:34:12 ;   114 
 2023-01-17_00:35:07 ;   52 
 2023-01-17_00:38:34 ;   156 
 2023-01-17_00:43:20 ;   225 
 2023-01-17_00:55:16 ;   514 
 2023-01-17_01:03:54 ;   385 
 2023-01-17_01:05:54 ;   87 
 2023-01-17_04:00:20 ;   3 
 2023-01-17_04:00:23 ;   3 
 2023-01-17_04:00:26 ;   3 
 2023-01-17_04:00:29 ;   3 
 2023-01-17_04:00:32 ;   3 
 2023-01-17_04:00:36 ;   4 
 2023-01-17_04:00:39 ;   3 
 2023-01-17_04:00:42 ;   3 
 2023-01-17_04:00:45 ;   3 
 2023-01-17_04:00:48 ;   3 
 2023-01-17_04:00:51 ;   3 
 2023-01-17_04:00:55 ;   4 
 2023-01-17_04:00:58 ;   3 
 2023-01-17_04:01:01 ;   3 
 2023-01-17_04:01:04 ;   3 
 2023-01-17_04:01:07 ;   3 
 2023-01-17_04:01:11 ;   4 
 2023-01-17_04:01:14 ;   3 
 2023-01-17_04:01:17 ;   3 
 2023-01-17_04:01:20 ;   3 
 2023-01-17_04:01:23 ;   3 
 2023-01-17_04:01:26 ;   3 
 2023-01-17_04:01:30 ;   4 
 2023-01-17_04:01:33 ;   3 
 2023-01-17_04:01:36 ;   3 
 2023-01-17_04:01:39 ;   3 
 2023-01-17_04:01:51 ;   12 
 2023-01-17_20:09:24 ;   3 
 2023-01-17_21:48:27 ;   82 
 2023-01-17_21:51:06 ;   120 
 2023-01-17_21:52:04 ;   54 
 2023-01-17_21:53:53 ;   88 
 2023-01-17_22:02:59 ;   498 
 2023-01-17_22:35:25 ;   1537 
 2023-01-17_22:44:26 ;   403 
 2023-01-17_22:45:54 ;   75 
 2023-01-18_04:00:26 ;   3 
 2023-01-18_04:00:30 ;   4 
 2023-01-18_04:00:33 ;   3 
 2023-01-18_04:00:36 ;   3 
 2023-01-18_04:00:39 ;   3 
 2023-01-18_04:00:42 ;   3 
 2023-01-18_04:00:45 ;   3 
 2023-01-18_04:00:49 ;   3 
 2023-01-18_04:00:52 ;   3 
 2023-01-18_04:00:55 ;   3 
 2023-01-18_04:00:58 ;   3 
 2023-01-18_04:01:01 ;   3 
 2023-01-18_04:01:05 ;   4 
 2023-01-18_04:01:08 ;   3 
 2023-01-18_04:01:11 ;   3 
 2023-01-18_04:01:14 ;   3 
 2023-01-18_04:01:17 ;   3 
 2023-01-18_04:01:20 ;   3 
 2023-01-18_04:01:24 ;   4 
 2023-01-18_04:01:27 ;   3 
 2023-01-18_04:01:30 ;   3 
 2023-01-18_04:01:33 ;   3 
 2023-01-18_04:01:36 ;   3 
 2023-01-18_04:01:39 ;   3 
 2023-01-18_04:01:43 ;   4 
 2023-01-18_04:01:46 ;   3 
 2023-01-18_04:01:49 ;   3 
 2023-01-18_20:22:44 ;   6 
 2023-01-18_22:05:34 ;   81 
 2023-01-18_22:08:14 ;   111 
 2023-01-18_22:09:24 ;   67 
 2023-01-18_22:11:15 ;   90 
 2023-01-18_22:16:07 ;   237 
 2023-01-18_22:29:19 ;   572 
 2023-01-18_22:39:08 ;   448 
 2023-01-18_22:41:09 ;   105 
 2023-01-19_04:00:19 ;   3 
 2023-01-19_04:00:23 ;   4 
 2023-01-19_04:00:26 ;   3 
 2023-01-19_04:00:29 ;   3 
 2023-01-19_04:00:32 ;   3 
 2023-01-19_04:00:35 ;   3 
 2023-01-19_04:00:39 ;   4 
 2023-01-19_04:00:42 ;   3 
 2023-01-19_04:00:45 ;   3 
 2023-01-19_04:00:48 ;   3 
 2023-01-19_04:00:51 ;   3 
 2023-01-19_04:00:55 ;   4 
 2023-01-19_04:00:58 ;   3 
 2023-01-19_04:01:01 ;   3 
 2023-01-19_04:01:04 ;   3 
 2023-01-19_04:01:07 ;   3 
 2023-01-19_04:01:10 ;   3 
 2023-01-19_04:01:14 ;   4 
 2023-01-19_04:01:17 ;   3 
 2023-01-19_04:01:20 ;   3 
 2023-01-19_04:01:23 ;   3 
 2023-01-19_04:01:26 ;   3 
 2023-01-19_04:01:30 ;   4 
 2023-01-19_04:01:33 ;   3 
 2023-01-19_04:01:36 ;   3 
 2023-01-19_04:01:39 ;   3 
 2023-01-19_04:01:42 ;   3 
 2023-01-19_20:27:49 ;   3 
 2023-01-19_22:39:22 ;   63 
 2023-01-19_22:40:35 ;   69 
 2023-01-19_22:43:12 ;   118 
 2023-01-19_22:44:09 ;   54 
 2023-01-19_22:46:52 ;   138 
 2023-01-19_22:50:35 ;   175 
 2023-01-19_23:04:46 ;   616 
 2023-01-19_23:11:35 ;   318 
 2023-01-19_23:13:15 ;   90 
 2023-01-20_04:00:22 ;   4 
 2023-01-20_04:00:25 ;   3 
 2023-01-20_04:00:28 ;   3 
 2023-01-20_04:00:31 ;   3 
 2023-01-20_04:00:34 ;   3 
 2023-01-20_04:00:38 ;   3 
 2023-01-20_04:00:41 ;   3 
 2023-01-20_04:00:44 ;   3 
 2023-01-20_04:00:47 ;   3 
 2023-01-20_04:00:50 ;   3 
 2023-01-20_04:00:54 ;   3 
 2023-01-20_04:00:57 ;   3 
 2023-01-20_04:01:00 ;   3 
 2023-01-20_04:01:03 ;   3 
 2023-01-20_04:01:06 ;   3 
 2023-01-20_04:01:10 ;   4 
 2023-01-20_04:01:13 ;   3 
 2023-01-20_04:01:16 ;   3 
 2023-01-20_04:01:19 ;   3 
 2023-01-20_04:01:22 ;   3 
 2023-01-20_04:01:26 ;   4 
 2023-01-20_04:01:29 ;   3 
 2023-01-20_04:01:32 ;   3 
 2023-01-20_04:01:35 ;   3 
 2023-01-20_04:01:38 ;   3 
 2023-01-20_04:01:41 ;   3 
 2023-01-20_04:01:45 ;   3 
 2023-01-20_21:03:07 ;   6 
 2023-01-20_23:09:33 ;   67 
 2023-01-20_23:10:54 ;   78 
 2023-01-20_23:13:22 ;   108 
 2023-01-20_23:14:32 ;   66 
 2023-01-20_23:16:51 ;   106 
 2023-01-20_23:22:16 ;   229 
 2023-01-20_23:36:09 ;   628 
 2023-01-20_23:37:16 ;   64 
 2023-01-20_23:43:44 ;   298 
 2023-01-20_23:45:29 ;   96 
 2023-01-21_04:00:20 ;   4 
 2023-01-21_04:00:23 ;   3 
 2023-01-21_04:00:26 ;   3 
 2023-01-21_04:00:29 ;   3 
 2023-01-21_04:00:32 ;   3 
 2023-01-21_04:00:36 ;   4 
 2023-01-21_04:00:39 ;   3 
 2023-01-21_04:00:42 ;   3 
 2023-01-21_04:00:45 ;   3 
 2023-01-21_04:00:48 ;   3 
 2023-01-21_04:00:51 ;   3 
 2023-01-21_04:00:55 ;   3 
 2023-01-21_04:00:58 ;   3 
 2023-01-21_04:01:01 ;   3 
 2023-01-21_04:01:04 ;   3 
 2023-01-21_04:01:07 ;   3 
 2023-01-21_04:01:11 ;   4 
 2023-01-21_04:01:14 ;   3 
 2023-01-21_04:01:17 ;   3 
 2023-01-21_04:01:20 ;   3 
 2023-01-21_04:01:23 ;   3 
 2023-01-21_04:01:27 ;   4 
 2023-01-21_04:01:30 ;   3 
 2023-01-21_04:01:33 ;   3 
 2023-01-21_04:01:36 ;   3 
 2023-01-21_04:01:39 ;   3 
 2023-01-21_04:01:43 ;   4 
 2023-01-23_20:27:32 ;   6 
 2023-01-23_23:11:26 ;   88 
 2023-01-23_23:14:55 ;   137 
 2023-01-23_23:15:56 ;   57 
 2023-01-23_23:19:18 ;   132 
 2023-01-23_23:25:10 ;   291 
 2023-01-23_23:40:30 ;   715 
 2023-01-23_23:45:10 ;   199 
 2023-01-23_23:47:55 ;   144 
 2023-01-24_04:00:17 ;   3 
 2023-01-24_04:00:20 ;   3 
 2023-01-24_04:00:23 ;   3 
 2023-01-24_04:00:27 ;   4 
 2023-01-24_04:00:30 ;   3 
 2023-01-24_04:00:33 ;   3 
 2023-01-24_04:00:36 ;   3 
 2023-01-24_04:00:39 ;   3 
 2023-01-24_04:00:42 ;   3 
 2023-01-24_04:00:46 ;   3 
 2023-01-24_04:00:49 ;   3 
 2023-01-24_04:00:52 ;   3 
 2023-01-24_04:00:55 ;   3 
 2023-01-24_04:00:58 ;   3 
 2023-01-24_04:01:02 ;   4 
 2023-01-24_04:01:05 ;   3 
 2023-01-24_04:01:08 ;   3 
 2023-01-24_04:01:11 ;   3 
 2023-01-24_04:01:14 ;   3 
 2023-01-24_04:01:18 ;   4 
 2023-01-24_04:01:21 ;   3 
 2023-01-24_04:01:24 ;   3 
 2023-01-24_04:01:27 ;   3 
 2023-01-24_04:01:30 ;   3 
 2023-01-24_04:01:33 ;   3 
 2023-01-24_04:02:07 ;   34 
 2023-01-24_04:02:10 ;   3 
 2023-01-24_05:24:59 ;   3 
 2023-01-24_05:25:03 ;   4 
 2023-01-24_05:25:06 ;   3 
 2023-01-24_05:25:09 ;   3 
 2023-01-24_05:25:12 ;   3 
 2023-01-24_05:25:15 ;   3 
 2023-01-24_05:25:18 ;   3 
 2023-01-24_05:25:22 ;   4 
 2023-01-24_05:25:25 ;   3 
 2023-01-24_05:25:28 ;   3 
 2023-01-24_05:25:31 ;   3 
 2023-01-24_05:25:34 ;   3 
 2023-01-24_05:25:38 ;   4 
 2023-01-24_05:25:41 ;   3 
 2023-01-24_05:25:44 ;   3 
 2023-01-24_05:25:47 ;   3 
 2023-01-24_05:25:50 ;   3 
 2023-01-24_05:25:53 ;   3 
 2023-01-24_05:25:57 ;   4 
 2023-01-24_05:26:00 ;   3 
 2023-01-24_05:26:03 ;   3 
 2023-01-24_05:26:06 ;   3 
 2023-01-24_05:26:09 ;   3 
 2023-01-24_05:26:13 ;   4 
 2023-01-24_05:26:16 ;   3 
 2023-01-24_05:26:19 ;   3 
 2023-01-24_05:26:22 ;   3 
 2023-01-24_19:49:28 ;   6 
 2023-01-24_21:40:08 ;   69 
 2023-01-24_21:42:48 ;   120 
 2023-01-24_21:43:49 ;   58 
 2023-01-24_21:46:55 ;   159 
 2023-01-24_21:52:20 ;   273 
 2023-01-24_22:23:18 ;   1668 
 2023-01-24_22:44:54 ;   1136 
 2023-01-24_22:46:43 ;   99 
 2023-01-25_04:00:23 ;   3 
 2023-01-25_04:00:26 ;   3 
 2023-01-25_04:00:29 ;   3 
 2023-01-25_04:00:32 ;   3 
 2023-01-25_04:00:36 ;   4 
 2023-01-25_04:00:39 ;   3 
 2023-01-25_04:00:42 ;   3 
 2023-01-25_04:00:45 ;   3 
 2023-01-25_04:00:48 ;   3 
 2023-01-25_04:00:52 ;   4 
 2023-01-25_04:00:55 ;   3 
 2023-01-25_04:00:58 ;   3 
 2023-01-25_04:01:01 ;   3 
 2023-01-25_04:01:04 ;   3 
 2023-01-25_04:01:07 ;   3 
 2023-01-25_04:01:11 ;   4 
 2023-01-25_04:01:14 ;   3 
 2023-01-25_04:01:17 ;   3 
 2023-01-25_04:01:20 ;   3 
 2023-01-25_04:01:23 ;   3 
 2023-01-25_04:01:27 ;   4 
 2023-01-25_04:01:30 ;   3 
 2023-01-25_04:01:33 ;   3 
 2023-01-25_04:01:36 ;   3 
 2023-01-25_04:01:39 ;   3 
 2023-01-25_04:01:43 ;   4 
 2023-01-25_04:01:46 ;   3 
 2023-01-25_20:19:20 ;   6 
 2023-01-25_22:13:07 ;   87 
 2023-01-25_22:16:35 ;   166 
 2023-01-25_22:17:44 ;   66 
 2023-01-25_22:19:45 ;   93 
 2023-01-25_22:25:52 ;   309 
 2023-01-25_22:42:34 ;   734 
 2023-01-25_22:53:24 ;   511 
 2023-01-25_22:55:07 ;   94 
 2023-01-26_04:00:20 ;   3 
 2023-01-26_04:00:23 ;   3 
 2023-01-26_04:00:27 ;   4 
 2023-01-26_04:00:30 ;   3 
 2023-01-26_04:00:33 ;   3 
 2023-01-26_04:00:36 ;   3 
 2023-01-26_04:00:39 ;   3 
 2023-01-26_04:00:43 ;   3 
 2023-01-26_04:00:46 ;   3 
 2023-01-26_04:00:49 ;   3 
 2023-01-26_04:00:52 ;   3 
 2023-01-26_04:00:55 ;   3 
 2023-01-26_04:00:59 ;   3 
 2023-01-26_04:01:02 ;   3 
 2023-01-26_04:01:05 ;   3 
 2023-01-26_04:01:08 ;   3 
 2023-01-26_04:01:11 ;   3 
 2023-01-26_04:01:15 ;   4 
 2023-01-26_04:01:18 ;   3 
 2023-01-26_04:01:21 ;   3 
 2023-01-26_04:01:24 ;   3 
 2023-01-26_04:01:27 ;   3 
 2023-01-26_04:01:31 ;   4 
 2023-01-26_04:01:34 ;   3 
 2023-01-26_04:01:37 ;   3 
 2023-01-26_04:01:40 ;   3 
 2023-01-26_04:01:43 ;   3 
 2023-01-26_20:20:53 ;   6 
 2023-01-26_22:38:02 ;   72 
 2023-01-26_22:40:30 ;   106 
 2023-01-26_22:41:39 ;   66 
 2023-01-26_22:43:22 ;   81 
 2023-01-26_22:49:17 ;   270 
 2023-01-26_23:00:43 ;   484 
 2023-01-26_23:01:47 ;   60 
 2023-01-26_23:09:54 ;   367 
 2023-01-26_23:11:37 ;   93 
 2023-01-27_04:00:21 ;   3 
 2023-01-27_04:00:24 ;   3 
 2023-01-27_04:00:27 ;   3 
 2023-01-27_04:00:30 ;   3 
 2023-01-27_04:00:34 ;   3 
 2023-01-27_04:00:37 ;   3 
 2023-01-27_04:00:40 ;   3 
 2023-01-27_04:00:43 ;   3 
 2023-01-27_04:00:46 ;   3 
 2023-01-27_04:00:50 ;   3 
 2023-01-27_04:00:53 ;   3 
 2023-01-27_04:00:56 ;   3 
 2023-01-27_04:00:59 ;   3 
 2023-01-27_04:01:02 ;   3 
